year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,12,10,1853,1820,33,2227,2145,42,AA,119,N3DWAA,EWR,LAX,359,2454,18,20,12/10/13 18:00
2013,12,10,1908,1759,69,2228,2123,65,UA,535,N597UA,JFK,LAX,356,2475,17,59,12/10/13 17:00
2013,12,10,1943,1900,43,2303,2215,48,AA,21,N323AA,JFK,LAX,354,2475,19,0,12/10/13 19:00
2013,12,10,2003,1925,38,2328,2244,44,UA,1526,N33266,EWR,LAX,363,2454,19,25,12/10/13 19:00
2013,12,10,2013,2015,-2,2353,2344,9,DL,427,N198DN,JFK,LAX,364,2475,20,15,12/10/13 20:00
2013,12,10,2021,2019,2,2346,2345,1,UA,1224,N24729,EWR,LAX,361,2454,20,19,12/10/13 20:00
2013,12,10,2036,2040,-4,33,2359,34,B6,523,N827JB,JFK,LAX,381,2475,20,40,12/10/13 20:00
2013,12,10,2113,2029,44,108,2344,84,UA,314,N587UA,JFK,LAX,368,2475,20,29,12/10/13 20:00
2013,12,10,2124,2000,84,118,2325,113,VX,415,N642VA,JFK,LAX,382,2475,20,0,12/10/13 20:00
2013,12,10,2143,2135,8,104,55,9,AA,185,N339AA,JFK,LAX,357,2475,21,35,12/10/13 21:00
2013,12,10,,1725,,,2045,,VX,169,N628VA,EWR,LAX,,2454,17,25,12/10/13 17:00
2013,12,10,,946,,,1313,,UA,297,,EWR,LAX,,2454,9,46,12/10/13 9:00
2013,12,11,632,639,-7,941,944,-3,UA,785,N556UA,EWR,LAX,342,2454,6,39,12/11/13 6:00
2013,12,11,652,700,-8,1010,1015,-5,B6,23,N775JB,JFK,LAX,356,2475,7,0,12/11/13 7:00
2013,12,11,653,640,13,1013,1003,10,UA,398,N510UA,JFK,LAX,346,2475,6,40,12/11/13 6:00
2013,12,11,659,700,-1,1010,1035,-25,DL,472,N704X,JFK,LAX,331,2475,7,0,12/11/13 7:00
2013,12,11,728,730,-2,1052,1050,2,AA,33,N328AA,JFK,LAX,360,2475,7,30,12/11/13 7:00
2013,12,11,745,700,45,1124,1025,59,VX,399,N626VA,JFK,LAX,372,2475,7,0,12/11/13 7:00
2013,12,11,751,729,22,1113,1045,28,UA,1455,N36469,EWR,LAX,353,2454,7,29,12/11/13 7:00
2013,12,11,829,830,-1,1159,1153,6,UA,443,N597UA,JFK,LAX,351,2475,8,30,12/11/13 8:00
2013,12,11,845,847,-2,1217,1211,6,UA,653,N849UA,EWR,LAX,347,2454,8,47,12/11/13 8:00
2013,12,11,859,905,-6,1224,1225,-1,VX,161,N839VA,EWR,LAX,350,2454,9,5,12/11/13 9:00
2013,12,11,901,900,1,1241,1225,16,AA,1,N319AA,JFK,LAX,363,2475,9,0,12/11/13 9:00
2013,12,11,918,921,-3,1247,1235,12,B6,223,N703JB,JFK,LAX,350,2475,9,21,12/11/13 9:00
2013,12,11,919,920,-1,1256,1245,11,VX,407,N636VA,JFK,LAX,355,2475,9,20,12/11/13 9:00
2013,12,11,935,900,35,1254,1227,27,DL,422,N710TW,JFK,LAX,344,2475,9,0,12/11/13 9:00
2013,12,11,958,946,12,1317,1313,4,UA,297,N834UA,EWR,LAX,346,2454,9,46,12/11/13 9:00
2013,12,11,1055,1030,25,1406,1340,26,AA,19,N338AA,JFK,LAX,342,2475,10,30,12/11/13 10:00
2013,12,11,1127,1129,-2,1434,1442,-8,UA,703,N512UA,JFK,LAX,345,2475,11,29,12/11/13 11:00
2013,12,11,1144,1147,-3,1450,1457,-7,B6,323,N807JB,JFK,LAX,343,2475,11,47,12/11/13 11:00
2013,12,11,1153,1200,-7,1458,1510,-12,AA,3,N324AA,JFK,LAX,334,2475,12,0,12/11/13 12:00
2013,12,11,1201,1200,1,1507,1521,-14,DL,423,N702TW,JFK,LAX,342,2475,12,0,12/11/13 12:00
2013,12,11,1259,1300,-1,1621,1620,1,VX,411,N622VA,JFK,LAX,351,2475,13,0,12/11/13 13:00
2013,12,11,1302,1300,2,1621,1610,11,VX,165,N627VA,EWR,LAX,348,2454,13,0,12/11/13 13:00
2013,12,11,1320,1112,128,1651,1439,132,UA,274,N823UA,EWR,LAX,335,2454,11,12,12/11/13 11:00
2013,12,11,1321,1320,1,1631,1641,-10,UA,1054,N12114,EWR,LAX,351,2454,13,20,12/11/13 13:00
2013,12,11,1339,1345,-6,1706,1705,1,AA,117,N332AA,JFK,LAX,353,2475,13,45,12/11/13 13:00
2013,12,11,1424,1430,-6,1739,1754,-15,UA,1493,N17229,EWR,LAX,352,2454,14,30,12/11/13 14:00
2013,12,11,1444,1445,-1,1746,1809,-23,UA,841,N546UA,JFK,LAX,336,2475,14,45,12/11/13 14:00
2013,12,11,1526,1530,-4,1842,1903,-21,DL,417,N190DN,JFK,LAX,343,2475,15,30,12/11/13 15:00
2013,12,11,1540,1545,-5,1846,1920,-34,AA,133,N335AA,JFK,LAX,333,2475,15,45,12/11/13 15:00
2013,12,11,1640,1645,-5,1949,2019,-30,DL,477,N624AG,JFK,LAX,339,2475,16,45,12/11/13 16:00
2013,12,11,1641,1629,12,1948,1946,2,B6,423,N827JB,JFK,LAX,345,2475,16,29,12/11/13 16:00
2013,12,11,1648,1645,3,1944,2010,-26,AA,181,N336AA,JFK,LAX,336,2475,16,45,12/11/13 16:00
2013,12,11,1653,1655,-2,2013,2025,-12,VX,413,N642VA,JFK,LAX,354,2475,16,55,12/11/13 16:00
2013,12,11,1700,1659,1,2012,2018,-6,UA,1721,N37290,EWR,LAX,340,2454,16,59,12/11/13 16:00
2013,12,11,1736,1725,11,2056,2045,11,VX,169,N640VA,EWR,LAX,355,2454,17,25,12/11/13 17:00
2013,12,11,1755,1759,-4,2032,2123,-51,UA,997,N587UA,JFK,LAX,323,2475,17,59,12/11/13 17:00
2013,12,11,1810,1815,-5,2136,2157,-21,DL,426,N199DN,JFK,LAX,353,2475,18,15,12/11/13 18:00
2013,12,11,1814,1820,-6,2135,2145,-10,AA,119,N3DPAA,EWR,LAX,337,2454,18,20,12/11/13 18:00
2013,12,11,1840,1804,36,2209,2125,44,UA,1022,N13248,EWR,LAX,341,2454,18,4,12/11/13 18:00
2013,12,11,1903,1900,3,2157,2215,-18,AA,21,N323AA,JFK,LAX,327,2475,19,0,12/11/13 19:00
2013,12,11,1915,1524,231,2350,1842,308,UA,1600,N12109,EWR,LAX,333,2454,15,24,12/11/13 15:00
2013,12,11,1918,1923,-5,2242,2242,0,UA,1526,N37298,EWR,LAX,337,2454,19,23,12/11/13 19:00
2013,12,11,2013,2000,13,2313,2325,-12,VX,415,N838VA,JFK,LAX,343,2475,20,0,12/11/13 20:00
2013,12,11,2015,2015,0,2328,2344,-16,DL,427,N154DL,JFK,LAX,338,2475,20,15,12/11/13 20:00
2013,12,11,2017,2019,-2,2322,2345,-23,UA,1224,N73270,EWR,LAX,341,2454,20,19,12/11/13 20:00
2013,12,11,2039,2040,-1,4,2359,5,B6,523,N775JB,JFK,LAX,341,2475,20,40,12/11/13 20:00
2013,12,11,2051,2029,22,3,2344,19,UA,314,N502UA,JFK,LAX,336,2475,20,29,12/11/13 20:00
2013,12,11,2135,2135,0,44,55,-11,AA,185,N328AA,JFK,LAX,341,2475,21,35,12/11/13 21:00
2013,12,12,637,639,-2,935,944,-9,UA,785,N536UA,EWR,LAX,333,2454,6,39,12/12/13 6:00
2013,12,12,641,640,1,1009,1003,6,UA,398,N512UA,JFK,LAX,344,2475,6,40,12/12/13 6:00
2013,12,12,653,700,-7,1006,1025,-19,VX,399,N631VA,JFK,LAX,351,2475,7,0,12/12/13 7:00
2013,12,12,655,700,-5,1000,1015,-15,B6,23,N794JB,JFK,LAX,344,2475,7,0,12/12/13 7:00
2013,12,12,655,700,-5,1018,1035,-17,DL,472,N712TW,JFK,LAX,340,2475,7,0,12/12/13 7:00
2013,12,12,730,730,0,1036,1050,-14,AA,33,N319AA,JFK,LAX,337,2475,7,30,12/12/13 7:00
2013,12,12,829,830,-1,1130,1153,-23,UA,443,N589UA,JFK,LAX,330,2475,8,30,12/12/13 8:00
2013,12,12,837,729,68,1159,1045,74,UA,1455,N37474,EWR,LAX,338,2454,7,29,12/12/13 7:00
2013,12,12,854,900,-6,1231,1225,6,AA,1,N324AA,JFK,LAX,342,2475,9,0,12/12/13 9:00
2013,12,12,858,900,-2,1236,1227,9,DL,422,N712TW,JFK,LAX,337,2475,9,0,12/12/13 9:00
2013,12,12,902,905,-3,1227,1225,2,VX,161,N640VA,EWR,LAX,336,2454,9,5,12/12/13 9:00
2013,12,12,908,847,21,1237,1211,26,UA,653,N847UA,EWR,LAX,336,2454,8,47,12/12/13 8:00
2013,12,12,913,920,-7,1240,1245,-5,VX,407,N630VA,JFK,LAX,342,2475,9,20,12/12/13 9:00
2013,12,12,919,921,-2,1253,1235,18,B6,223,N827JB,JFK,LAX,344,2475,9,21,12/12/13 9:00
2013,12,12,947,946,1,1345,1313,32,UA,297,N816UA,EWR,LAX,355,2454,9,46,12/12/13 9:00
2013,12,12,1026,1030,-4,1328,1340,-12,AA,19,N332AA,JFK,LAX,334,2475,10,30,12/12/13 10:00
2013,12,12,1108,1112,-4,1353,1439,-46,UA,274,N840UA,EWR,LAX,329,2454,11,12,12/12/13 11:00
2013,12,12,1131,1129,2,1433,1442,-9,UA,703,N595UA,JFK,LAX,339,2475,11,29,12/12/13 11:00
2013,12,12,1139,1147,-8,1438,1457,-19,B6,323,N652JB,JFK,LAX,337,2475,11,47,12/12/13 11:00
2013,12,12,1153,1200,-7,1445,1510,-25,AA,3,N339AA,JFK,LAX,328,2475,12,0,12/12/13 12:00
2013,12,12,1156,1200,-4,1501,1521,-20,DL,423,N707TW,JFK,LAX,340,2475,12,0,12/12/13 12:00
2013,12,12,1252,1300,-8,1601,1610,-9,VX,165,N628VA,EWR,LAX,344,2454,13,0,12/12/13 13:00
2013,12,12,1258,1300,-2,1636,1620,16,VX,411,N636VA,JFK,LAX,355,2475,13,0,12/12/13 13:00
2013,12,12,1333,1320,13,1648,1641,7,UA,1054,N34131,EWR,LAX,343,2454,13,20,12/12/13 13:00
2013,12,12,1343,1345,-2,1652,1705,-13,AA,117,N323AA,JFK,LAX,331,2475,13,45,12/12/13 13:00
2013,12,12,1444,1430,14,1752,1754,-2,UA,1493,N77510,EWR,LAX,341,2454,14,30,12/12/13 14:00
2013,12,12,1452,1445,7,1810,1809,1,UA,841,N518UA,JFK,LAX,352,2475,14,45,12/12/13 14:00
2013,12,12,1525,1524,1,1836,1842,-6,UA,1600,N77867,EWR,LAX,343,2454,15,24,12/12/13 15:00
2013,12,12,1536,1530,6,1908,1903,5,DL,417,N155DL,JFK,LAX,354,2475,15,30,12/12/13 15:00
2013,12,12,1631,1629,2,1948,1946,2,B6,423,N834JB,JFK,LAX,349,2475,16,29,12/12/13 16:00
2013,12,12,1642,1645,-3,2013,2019,-6,DL,477,N723TW,JFK,LAX,352,2475,16,45,12/12/13 16:00
2013,12,12,1657,1655,2,2002,2025,-23,VX,413,N622VA,JFK,LAX,345,2475,16,55,12/12/13 16:00
2013,12,12,1702,1659,3,2004,2018,-14,UA,1721,N77525,EWR,LAX,344,2454,16,59,12/12/13 16:00
2013,12,12,1717,1645,32,2022,2010,12,AA,181,N335AA,JFK,LAX,338,2475,16,45,12/12/13 16:00
2013,12,12,1724,1545,99,2030,1920,70,AA,133,N328AA,JFK,LAX,338,2475,15,45,12/12/13 15:00
2013,12,12,1752,1725,27,2112,2045,27,VX,169,N642VA,EWR,LAX,342,2454,17,25,12/12/13 17:00
2013,12,12,1815,1815,0,2139,2157,-18,DL,426,N196DN,JFK,LAX,350,2475,18,15,12/12/13 18:00
2013,12,12,1818,1820,-2,2142,2145,-3,AA,119,N3FMAA,EWR,LAX,340,2454,18,20,12/12/13 18:00
2013,12,12,1834,1759,35,2142,2123,19,UA,997,N590UA,JFK,LAX,336,2475,17,59,12/12/13 17:00
2013,12,12,1921,1923,-2,2226,2242,-16,UA,1526,N35260,EWR,LAX,330,2454,19,23,12/12/13 19:00
2013,12,12,1922,1804,78,2312,2125,107,UA,1022,N38446,EWR,LAX,356,2454,18,4,12/12/13 18:00
2013,12,12,1928,1900,28,2229,2215,14,AA,21,N327AA,JFK,LAX,337,2475,19,0,12/12/13 19:00
2013,12,12,2016,2019,-3,2337,2345,-8,UA,1224,N38268,EWR,LAX,344,2454,20,19,12/12/13 20:00
2013,12,12,2018,2000,18,2315,2325,-10,VX,415,N839VA,JFK,LAX,338,2475,20,0,12/12/13 20:00
2013,12,12,2035,2029,6,2338,2344,-6,UA,314,N510UA,JFK,LAX,336,2475,20,29,12/12/13 20:00
2013,12,12,2036,2015,21,2,2344,18,DL,427,N195DN,JFK,LAX,340,2475,20,15,12/12/13 20:00
2013,12,12,2100,2040,20,6,2359,7,B6,523,N784JB,JFK,LAX,336,2475,20,40,12/12/13 20:00
2013,12,12,2134,2135,-1,33,55,-22,AA,185,N319AA,JFK,LAX,339,2475,21,35,12/12/13 21:00
2013,12,13,635,640,-5,952,1003,-11,UA,398,N595UA,JFK,LAX,348,2475,6,40,12/13/13 6:00
2013,12,13,638,639,-1,936,944,-8,UA,785,N559UA,EWR,LAX,336,2454,6,39,12/13/13 6:00
2013,12,13,655,700,-5,1014,1025,-11,VX,399,N628VA,JFK,LAX,336,2475,7,0,12/13/13 7:00
2013,12,13,657,700,-3,1009,1015,-6,B6,23,N834JB,JFK,LAX,338,2475,7,0,12/13/13 7:00
2013,12,13,702,700,2,1043,1030,13,DL,472,N723TW,JFK,LAX,325,2475,7,0,12/13/13 7:00
2013,12,13,723,729,-6,1109,1045,24,UA,1455,N57439,EWR,LAX,341,2454,7,29,12/13/13 7:00
2013,12,13,727,730,-3,1038,1050,-12,AA,33,N332AA,JFK,LAX,335,2475,7,30,12/13/13 7:00
2013,12,13,826,830,-4,1146,1153,-7,UA,443,N597UA,JFK,LAX,341,2475,8,30,12/13/13 8:00
2013,12,13,854,847,7,1211,1211,0,UA,653,N598UA,EWR,LAX,335,2454,8,47,12/13/13 8:00
2013,12,13,856,900,-4,1217,1225,-8,AA,1,N324AA,JFK,LAX,341,2475,9,0,12/13/13 9:00
2013,12,13,857,900,-3,1207,1227,-20,DL,422,N703TW,JFK,LAX,341,2475,9,0,12/13/13 9:00
2013,12,13,900,905,-5,1215,1225,-10,VX,161,N852VA,EWR,LAX,348,2454,9,5,12/13/13 9:00
2013,12,13,915,921,-6,1226,1235,-9,B6,223,N637JB,JFK,LAX,337,2475,9,21,12/13/13 9:00
2013,12,13,917,920,-3,1244,1245,-1,VX,407,N642VA,JFK,LAX,346,2475,9,20,12/13/13 9:00
2013,12,13,950,946,4,1259,1313,-14,UA,297,N823UA,EWR,LAX,343,2454,9,46,12/13/13 9:00
2013,12,13,1028,1030,-2,1328,1340,-12,AA,19,N335AA,JFK,LAX,339,2475,10,30,12/13/13 10:00
2013,12,13,1106,1112,-6,1410,1439,-29,UA,274,N816UA,EWR,LAX,340,2454,11,12,12/13/13 11:00
2013,12,13,1126,1129,-3,1416,1442,-26,UA,703,N505UA,JFK,LAX,330,2475,11,29,12/13/13 11:00
2013,12,13,1158,1200,-2,1504,1521,-17,DL,423,N723TW,JFK,LAX,340,2475,12,0,12/13/13 12:00
2013,12,13,1200,1200,0,1456,1510,-14,AA,3,N327AA,JFK,LAX,322,2475,12,0,12/13/13 12:00
2013,12,13,1201,1147,14,1506,1457,9,B6,323,N768JB,JFK,LAX,336,2475,11,47,12/13/13 11:00
2013,12,13,1258,1300,-2,1610,1610,0,VX,165,N836VA,EWR,LAX,344,2454,13,0,12/13/13 13:00
2013,12,13,1300,1300,0,1615,1620,-5,VX,411,N630VA,JFK,LAX,347,2475,13,0,12/13/13 13:00
2013,12,13,1326,1320,6,1634,1641,-7,UA,1054,N17133,EWR,LAX,338,2454,13,20,12/13/13 13:00
2013,12,13,1344,1345,-1,1650,1705,-15,AA,117,N339AA,JFK,LAX,343,2475,13,45,12/13/13 13:00
2013,12,13,1443,1430,13,1735,1754,-19,UA,1493,N33286,EWR,LAX,334,2454,14,30,12/13/13 14:00
2013,12,13,1446,1445,1,1759,1809,-10,UA,841,N512UA,JFK,LAX,340,2475,14,45,12/13/13 14:00
2013,12,13,1527,1530,-3,1839,1903,-24,DL,417,N189DN,JFK,LAX,335,2475,15,30,12/13/13 15:00
2013,12,13,1535,1524,11,1837,1842,-5,UA,1600,N14115,EWR,LAX,339,2454,15,24,12/13/13 15:00
2013,12,13,1541,1545,-4,1912,1920,-8,AA,133,N338AA,JFK,LAX,350,2475,15,45,12/13/13 15:00
2013,12,13,1626,1629,-3,1918,1946,-28,B6,423,N784JB,JFK,LAX,335,2475,16,29,12/13/13 16:00
2013,12,13,1645,1645,0,2007,2019,-12,DL,477,N702TW,JFK,LAX,345,2475,16,45,12/13/13 16:00
2013,12,13,1655,1655,0,2005,2025,-20,VX,413,N623VA,JFK,LAX,342,2475,16,55,12/13/13 16:00
2013,12,13,1658,1659,-1,1953,2018,-25,UA,1721,N78511,EWR,LAX,340,2454,16,59,12/13/13 16:00
2013,12,13,1728,1725,3,2041,2045,-4,VX,169,N633VA,EWR,LAX,347,2454,17,25,12/13/13 17:00
2013,12,13,1736,1645,51,2040,2010,30,AA,181,N319AA,JFK,LAX,341,2475,16,45,12/13/13 16:00
2013,12,13,1755,1759,-4,2053,2123,-30,UA,997,N518UA,JFK,LAX,338,2475,17,59,12/13/13 17:00
2013,12,13,1814,1815,-1,2141,2157,-16,DL,426,N180DN,JFK,LAX,341,2475,18,15,12/13/13 18:00
2013,12,13,1814,1804,10,2125,2125,0,UA,1022,N38458,EWR,LAX,331,2454,18,4,12/13/13 18:00
2013,12,13,1824,1820,4,2152,2145,7,AA,119,N3ASAA,EWR,LAX,337,2454,18,20,12/13/13 18:00
2013,12,13,1921,1900,21,2207,2215,-8,AA,21,N328AA,JFK,LAX,329,2475,19,0,12/13/13 19:00
2013,12,13,1926,1923,3,2246,2242,4,UA,1526,N37277,EWR,LAX,334,2454,19,23,12/13/13 19:00
2013,12,13,1954,2000,-6,2317,2325,-8,VX,415,N638VA,JFK,LAX,351,2475,20,0,12/13/13 20:00
2013,12,13,2015,2015,0,2311,2344,-33,DL,427,N191DN,JFK,LAX,331,2475,20,15,12/13/13 20:00
2013,12,13,2118,2040,38,30,2359,31,B6,523,N636JB,JFK,LAX,343,2475,20,40,12/13/13 20:00
2013,12,13,2131,2135,-4,57,55,2,AA,185,N332AA,JFK,LAX,345,2475,21,35,12/13/13 21:00
2013,12,13,2151,2029,82,126,2344,102,UA,314,N597UA,JFK,LAX,357,2475,20,29,12/13/13 20:00
2013,12,13,2217,2019,118,104,2345,79,UA,1224,N33264,EWR,LAX,326,2454,20,19,12/13/13 20:00
2013,12,14,641,640,1,953,1003,-10,UA,398,N505UA,JFK,LAX,338,2475,6,40,12/14/13 6:00
2013,12,14,656,700,-4,1001,1015,-14,B6,23,N806JB,JFK,LAX,332,2475,7,0,12/14/13 7:00
2013,12,14,700,700,0,1021,1035,-14,DL,472,N723TW,JFK,LAX,335,2475,7,0,12/14/13 7:00
2013,12,14,703,700,3,1017,1025,-8,VX,399,N624VA,JFK,LAX,339,2475,7,0,12/14/13 7:00
2013,12,14,730,729,1,1027,1045,-18,UA,1455,N38424,EWR,LAX,318,2454,7,29,12/14/13 7:00
2013,12,14,826,830,-4,1120,1153,-33,UA,443,N502UA,JFK,LAX,326,2475,8,30,12/14/13 8:00
2013,12,14,903,905,-2,1218,1225,-7,VX,161,N835VA,EWR,LAX,326,2454,9,5,12/14/13 9:00
2013,12,14,905,900,5,1223,1229,-6,DL,422,N194DN,JFK,LAX,332,2475,9,0,12/14/13 9:00
2013,12,14,906,857,9,1210,1223,-13,UA,1223,N14214,EWR,LAX,321,2454,8,57,12/14/13 8:00
2013,12,14,909,900,9,1213,1225,-12,AA,1,N328AA,JFK,LAX,326,2475,9,0,12/14/13 9:00
2013,12,14,929,920,9,1300,1245,15,VX,407,N633VA,JFK,LAX,335,2475,9,20,12/14/13 9:00
2013,12,14,1048,1030,18,1418,1340,38,AA,19,N319AA,JFK,LAX,334,2475,10,30,12/14/13 10:00
2013,12,14,1115,1112,3,1412,1441,-29,UA,1479,N38257,EWR,LAX,313,2454,11,12,12/14/13 11:00
2013,12,14,1127,1129,-2,1458,1442,16,UA,703,N587UA,JFK,LAX,325,2475,11,29,12/14/13 11:00
2013,12,14,1156,1147,9,1503,1457,6,B6,323,N794JB,JFK,LAX,324,2475,11,47,12/14/13 11:00
2013,12,14,1204,1200,4,1530,1510,20,AA,3,N327AA,JFK,LAX,323,2475,12,0,12/14/13 12:00
2013,12,14,1308,1300,8,1612,1610,2,VX,165,N628VA,EWR,LAX,320,2454,13,0,12/14/13 13:00
2013,12,14,1311,1300,11,1636,1620,16,VX,411,N642VA,JFK,LAX,329,2475,13,0,12/14/13 13:00
2013,12,14,1322,1320,2,1629,1641,-12,UA,1199,N14102,EWR,LAX,314,2454,13,20,12/14/13 13:00
2013,12,14,1351,1345,6,1712,1705,7,AA,117,N324AA,JFK,LAX,312,2475,13,45,12/14/13 13:00
2013,12,14,1440,1445,-5,1759,1809,-10,UA,841,N546UA,JFK,LAX,330,2475,14,45,12/14/13 14:00
2013,12,14,1455,1430,25,1802,1752,10,UA,997,N833UA,EWR,LAX,317,2454,14,30,12/14/13 14:00
2013,12,14,1634,1545,49,2052,1920,92,AA,133,N335AA,JFK,LAX,336,2475,15,45,12/14/13 15:00
2013,12,14,1639,1629,10,2022,1946,36,B6,423,N563JB,JFK,LAX,324,2475,16,29,12/14/13 16:00
2013,12,14,1722,1645,37,2052,2010,42,AA,181,N332AA,JFK,LAX,318,2475,16,45,12/14/13 16:00
2013,12,14,1747,1530,137,2109,1855,134,DL,424,N718TW,JFK,LAX,321,2475,15,30,12/14/13 15:00
2013,12,14,1812,1753,19,2117,2114,3,UA,1526,N15710,EWR,LAX,322,2454,17,53,12/14/13 17:00
2013,12,14,1820,1820,0,2213,2145,28,AA,119,N3DPAA,EWR,LAX,326,2454,18,20,12/14/13 18:00
2013,12,14,1853,1815,38,2210,2152,18,DL,426,N195DN,JFK,LAX,316,2475,18,15,12/14/13 18:00
2013,12,14,1939,1900,39,2333,2215,78,AA,21,N339AA,JFK,LAX,323,2475,19,0,12/14/13 19:00
2013,12,14,2142,2015,87,143,2343,120,DL,427,N156DL,JFK,LAX,335,2475,20,15,12/14/13 20:00
2013,12,14,2217,2135,42,158,55,63,AA,185,N336AA,JFK,LAX,335,2475,21,35,12/14/13 21:00
2013,12,14,2244,2040,124,215,2359,136,B6,523,N591JB,JFK,LAX,337,2475,20,40,12/14/13 20:00
2013,12,14,,1655,,,2025,,VX,413,N838VA,JFK,LAX,,2475,16,55,12/14/13 16:00
2013,12,14,,1524,,,1842,,UA,1600,,EWR,LAX,,2454,15,24,12/14/13 15:00
2013,12,14,,1759,,,2123,,UA,535,,JFK,LAX,,2475,17,59,12/14/13 17:00
2013,12,15,657,700,-3,1011,1035,-24,DL,472,N718TW,JFK,LAX,352,2475,7,0,12/15/13 7:00
2013,12,15,714,700,14,1032,1025,7,VX,399,N641VA,JFK,LAX,342,2475,7,0,12/15/13 7:00
2013,12,15,728,730,-2,1030,1050,-20,AA,33,N338AA,JFK,LAX,335,2475,7,30,12/15/13 7:00
2013,12,15,739,729,10,1035,1045,-10,UA,1455,N34222,EWR,LAX,323,2454,7,29,12/15/13 7:00
2013,12,15,837,830,7,1147,1153,-6,UA,443,N512UA,JFK,LAX,337,2475,8,30,12/15/13 8:00
2013,12,15,843,847,-4,1144,1211,-27,UA,997,N487UA,EWR,LAX,325,2454,8,47,12/15/13 8:00
2013,12,15,859,900,-1,1202,1227,-25,DL,422,N718TW,JFK,LAX,326,2475,9,0,12/15/13 9:00
2013,12,15,913,900,13,1218,1225,-7,AA,1,N328AA,JFK,LAX,329,2475,9,0,12/15/13 9:00
2013,12,15,924,920,4,1236,1245,-9,VX,407,N630VA,JFK,LAX,334,2475,9,20,12/15/13 9:00
2013,12,15,1019,921,58,1318,1235,43,B6,223,N599JB,JFK,LAX,338,2475,9,21,12/15/13 9:00
2013,12,15,1029,1030,-1,1323,1340,-17,AA,19,N332AA,JFK,LAX,334,2475,10,30,12/15/13 10:00
2013,12,15,1033,1030,3,1343,1359,-16,UA,1735,N39728,EWR,LAX,342,2454,10,30,12/15/13 10:00
2013,12,15,1129,1129,0,1423,1442,-19,UA,703,N598UA,JFK,LAX,327,2475,11,29,12/15/13 11:00
2013,12,15,1202,1200,2,1453,1510,-17,AA,3,N335AA,JFK,LAX,335,2475,12,0,12/15/13 12:00
2013,12,15,1202,1200,2,1501,1521,-20,DL,423,N722TW,JFK,LAX,340,2475,12,0,12/15/13 12:00
2013,12,15,1256,1147,69,1559,1457,62,B6,323,N594JB,JFK,LAX,338,2475,11,47,12/15/13 11:00
2013,12,15,1340,1320,20,1631,1641,-10,UA,1054,N57016,EWR,LAX,319,2454,13,20,12/15/13 13:00
2013,12,15,1341,1345,-4,1635,1705,-30,AA,117,N319AA,JFK,LAX,328,2475,13,45,12/15/13 13:00
2013,12,15,1445,1445,0,1751,1809,-18,UA,841,N589UA,JFK,LAX,338,2475,14,45,12/15/13 14:00
2013,12,15,1528,1524,4,1829,1842,-13,UA,1600,N17122,EWR,LAX,342,2454,15,24,12/15/13 15:00
2013,12,15,1529,1530,-1,1859,1903,-4,DL,417,N154DL,JFK,LAX,338,2475,15,30,12/15/13 15:00
2013,12,15,1635,1629,6,1919,1946,-27,B6,423,N571JB,JFK,LAX,331,2475,16,29,12/15/13 16:00
2013,12,15,1653,1545,68,2004,1920,44,AA,133,N339AA,JFK,LAX,340,2475,15,45,12/15/13 15:00
2013,12,15,1700,1655,5,2013,2025,-12,VX,413,N629VA,JFK,LAX,334,2475,16,55,12/15/13 16:00
2013,12,15,1703,1645,18,2022,2019,3,DL,477,N703TW,JFK,LAX,341,2475,16,45,12/15/13 16:00
2013,12,15,1716,1645,31,2011,2010,1,AA,181,N336AA,JFK,LAX,324,2475,16,45,12/15/13 16:00
2013,12,15,1727,1659,28,2026,2018,8,UA,1721,N17233,EWR,LAX,333,2454,16,59,12/15/13 16:00
2013,12,15,1738,1725,13,2043,2045,-2,VX,169,N626VA,EWR,LAX,335,2454,17,25,12/15/13 17:00
2013,12,15,1758,1759,-1,2117,2123,-6,UA,535,N587UA,JFK,LAX,348,2475,17,59,12/15/13 17:00
2013,12,15,1816,1820,-4,2128,2145,-17,AA,119,N3BAAA,EWR,LAX,338,2454,18,20,12/15/13 18:00
2013,12,15,1819,1815,4,2112,2157,-45,DL,426,N188DN,JFK,LAX,332,2475,18,15,12/15/13 18:00
2013,12,15,1831,1804,27,2129,2125,4,UA,1064,N57439,EWR,LAX,327,2454,18,4,12/15/13 18:00
2013,12,15,1902,1900,2,2202,2215,-13,AA,21,N324AA,JFK,LAX,335,2475,19,0,12/15/13 19:00
2013,12,15,1931,1923,8,2222,2242,-20,UA,1526,N36207,EWR,LAX,335,2454,19,23,12/15/13 19:00
2013,12,15,2023,2000,23,2339,2325,14,VX,415,N628VA,JFK,LAX,345,2475,20,0,12/15/13 20:00
2013,12,15,2025,2024,1,2335,2350,-15,UA,1224,N39423,EWR,LAX,337,2454,20,24,12/15/13 20:00
2013,12,15,2029,2015,14,2334,2344,-10,DL,427,N156DL,JFK,LAX,338,2475,20,15,12/15/13 20:00
2013,12,15,2039,2029,10,2338,2344,-6,UA,314,N590UA,JFK,LAX,335,2475,20,29,12/15/13 20:00
2013,12,15,2135,2135,0,48,55,-7,AA,185,N338AA,JFK,LAX,344,2475,21,35,12/15/13 21:00
