default,credit.policy,installment,log.annual.inc,fico,inq.last.6mths,revol.bal,Validation,predicted_default_prob
0,1,485.42,10.3155972,752,2,14857,1,0.09569545571614028
0,1,302.04,10.5713169,712,0,3910,1,0.13175779749846386
0,1,165.79,11.0219025,752,0,40,1,0.09569545571614028
0,1,410.08,10.7931468,662,1,15043,1,0.192337474305904
0,1,559.63,10.7144178,722,1,28116,1,0.12178568380328675
0,1,262.45,11.0020998,702,1,3754,1,0.14241403962289137
0,1,620.51,10.9150157,772,4,5503,1,0.08119349676944888
0,1,326.57,11.2362229,682,0,9375,1,0.16587651695568456
0,1,503.39,10.8197783,687,0,8214,1,0.15973527608099594
0,1,411.89,11.1844214,662,0,12089,1,0.192337474305904
0,1,515.74,11.2252434,682,0,15137,1,0.16587651695568456
0,1,274.59,10.524064,667,1,11531,1,0.18543435962021618
0,1,411.67,11.5028751,762,3,10106,1,0.08817554065387317
0,1,293.93,10.5584135,737,1,0,1,0.10805042223365534
0,1,195.05,10.3089527,727,0,5028,1,0.11704775481662842
0,1,49.67,11.9829291,682,3,5350,1,0.16587651695568456
0,1,273.55,11.3144745,727,1,22164,1,0.11704775481662842
0,1,78.38,10.4631033,712,0,15755,1,0.13175779749846386
0,1,854.32,11.695247,692,0,41077,1,0.15377948466332478
0,1,156.69,11.407565,762,0,14442,1,0.08817554065387317
0,1,329.57,11.5129255,707,2,13175,1,0.1369987796817821
0,1,255.88,10.6214249,717,0,11437,1,0.12668787982888072
0,1,685.83,10.9681983,737,0,8886,1,0.10805042223365534
1,1,244.62,10.7893191,672,1,3273,1,0.17872417699915466
0,1,134.24,10.5674634,667,0,5490,1,0.18543435962021618
0,1,242.42,10.1658518,662,1,12597,1,0.192337474305904
1,1,662.19,10.858999,727,0,25971,1,0.11704775481662842
0,1,240.05,11.5617156,707,1,2134,1,0.1369987796817821
1,1,425.3,11.407565,772,1,126302,1,0.08119349676944888
1,1,458.46,11.7199396,662,1,13363,1,0.192337474305904
0,1,249.43,10.8197783,692,3,12985,1,0.15377948466332478
0,1,338.68,11.0020998,697,0,3617,1,0.1480066422396391
0,1,142.59,10.97849,757,1,19572,1,0.0918663604527075
0,1,318.33,11.4616322,807,2,0,1,0.06055887179551028
0,1,314.51,10.5965347,687,1,0,1,0.15973527608099594
0,1,101.61,10.3459594,662,0,4922,1,0.192337474305904
0,1,430.92,11.4295439,727,0,27920,1,0.11704775481662842
1,1,399.09,10.1266311,692,0,9931,1,0.15377948466332478
0,1,614.76,11.5991032,702,1,56969,1,0.14241403962289137
0,1,496.55,11.0020998,757,0,23218,1,0.0918663604527075
0,1,48.77,10.933107,702,0,388,1,0.14241403962289137
0,1,164.79,10.8248056,717,1,2042,1,0.12668787982888072
0,1,332.58,11.5129255,687,0,25853,1,0.15973527608099594
0,1,201.36,10.7020546,677,1,4901,1,0.1722054777133411
0,1,458.39,11.3504065,792,0,4658,1,0.06872219482037029
0,1,177.97,11.2897819,712,1,12216,1,0.13175779749846386
0,1,212.28,10.6182005,717,1,28473,1,0.12668787982888072
0,1,382.78,11.695247,742,1,20892,1,0.10378369971614079
0,1,374.76,11.6526874,742,3,94699,1,0.10378369971614079
0,1,93.57,11.2252434,752,0,5263,1,0.09569545571614028
1,1,82.02,11.1491971,692,2,51489,1,0.15377948466332478
0,1,668.21,11.6082356,702,3,25717,1,0.14241403962289137
0,1,535.92,11.2118204,667,3,52639,1,0.18543435962021618
0,1,656.11,11.695247,727,1,13417,1,0.11704775481662842
0,1,347.88,11.0020998,702,1,4980,1,0.14241403962289137
0,1,328.06,11.695247,717,1,111055,1,0.12668787982888072
0,1,323.43,11.0020998,687,0,4121,1,0.15973527608099594
0,1,155.95,10.8197783,782,0,14020,1,0.07471901120096759
0,1,230.24,10.7144178,782,3,0,1,0.07471901120096759
0,1,159.89,10.4339982,732,3,2221,1,0.11247054356984257
0,1,677.36,10.8589221,682,1,26282,1,0.16587651695568456
1,1,297.99,11.407565,687,2,51664,1,0.15973527608099594
0,1,102.06,10.7216582,677,0,1864,1,0.1722054777133411
0,1,399.72,11.2947695,772,1,6495,1,0.08119349676944888
0,1,107.89,10.5304949,682,0,4548,1,0.16587651695568456
0,1,229.06,11.5327281,707,1,32024,1,0.1369987796817821
0,1,687.13,10.9681293,692,3,14066,1,0.15377948466332478
0,1,662.19,11.3232892,807,0,106,1,0.06055887179551028
0,1,447.68,10.3089527,762,0,19291,1,0.08817554065387317
1,1,230.7,10.8198583,692,0,20248,1,0.15377948466332478
0,1,207.85,10.8197783,747,2,178,1,0.09966663602408839
1,1,199.89,9.79812704,687,1,3289,1,0.15973527608099594
0,1,399.09,11.6035702,692,2,24417,1,0.15377948466332478
0,1,66.94,10.5966347,697,3,5396,1,0.1480066422396391
0,1,170.09,11.05089,667,0,1026,1,0.18543435962021618
1,1,458.85,12.1007121,747,2,60936,1,0.09966663602408839
1,1,827.74,11.7752897,717,2,29601,1,0.12668787982888072
0,1,202.69,9.86266556,707,1,6949,1,0.1369987796817821
0,1,718.81,11.0821426,682,2,15005,1,0.16587651695568456
0,1,234.27,10.858999,707,0,18310,1,0.1369987796817821
0,1,594.36,11.2463001,697,2,31834,1,0.1480066422396391
0,1,377.95,10.4912742,667,0,15977,1,0.18543435962021618
0,1,49.75,10.2576594,687,2,3206,1,0.15973527608099594
0,1,34.39,10.8197783,692,1,6519,1,0.15377948466332478
0,1,294.43,11.3850921,722,0,19457,1,0.12178568380328675
0,1,420.02,11.4616322,712,2,27844,1,0.13175779749846386
0,1,215.42,10.275189,712,0,19349,1,0.13175779749846386
0,1,100.4,10.5713169,717,0,2255,1,0.12668787982888072
0,1,268.95,10.2399598,702,3,2259,1,0.14241403962289137
0,1,712.54,11.9183906,672,2,16473,1,0.17872417699915466
0,1,169.91,11.1562505,707,0,12142,1,0.1369987796817821
0,1,693.83,11.2772031,682,1,13596,1,0.16587651695568456
0,1,79.96,10.4341158,712,0,8960,1,0.13175779749846386
0,1,45.81,11.0020998,692,1,1361,1,0.15377948466332478
1,1,200.47,12.0070118,762,1,141165,1,0.08817554065387317
1,1,645.47,11.5327281,727,2,8776,1,0.11704775481662842
1,1,333.15,11.09741,792,7,0,1,0.06872219482037029
0,1,316.42,10.5965347,662,0,13072,1,0.192337474305904
0,1,836.66,11.6526874,727,0,40110,1,0.11704775481662842
0,1,266.52,10.7144178,697,2,6569,1,0.1480066422396391
0,1,264.11,10.3089527,707,0,14058,1,0.1369987796817821
1,1,253.28,10.4912742,702,0,1478,1,0.14241403962289137
0,1,396.17,11.2213269,712,1,9826,1,0.13175779749846386
0,1,327.37,10.8197783,747,1,15303,1,0.09966663602408839
0,1,49.98,10.0858091,692,0,1888,1,0.15377948466332478
0,1,320.95,10.2398169,742,0,11488,1,0.10378369971614079
0,1,40.9,11.7752897,707,2,26652,1,0.1369987796817821
0,1,194.7,10.4341158,742,0,7005,1,0.10378369971614079
0,1,260.66,10.1811193,692,0,11307,1,0.15377948466332478
0,1,37.63,11.2515607,712,0,6907,1,0.13175779749846386
1,1,416.72,10.3089527,692,0,12558,1,0.15377948466332478
0,1,511.14,11.0020998,692,2,24803,1,0.15377948466332478
0,1,160.48,10.5454467,732,3,10011,1,0.11247054356984257
0,1,49.75,10.7789563,692,0,2573,1,0.15377948466332478
0,1,499.73,11.2252434,722,2,40882,1,0.12178568380328675
0,1,223.63,10.1266311,737,0,2944,1,0.10805042223365534
0,1,266.52,11.2252434,712,1,30692,1,0.13175779749846386
0,1,219.36,11.6172855,752,2,36923,1,0.09569545571614028
0,1,506.56,10.9681983,687,0,9108,1,0.15973527608099594
1,1,282.63,10.8197783,712,3,1076,1,0.13175779749846386
0,1,407.08,12.6603279,692,1,127192,1,0.15377948466332478
0,1,522.7,10.7144178,672,1,20800,1,0.17872417699915466
0,1,366.47,11.1976666,732,2,11961,1,0.11247054356984257
0,1,228.76,10.8893044,752,1,4381,1,0.09569545571614028
0,1,529.71,11.9183906,662,3,22783,1,0.192337474305904
0,1,499.73,11.1561934,707,2,16048,1,0.1369987796817821
0,1,513.44,11.4186148,682,1,16935,1,0.16587651695568456
1,1,265.32,11.0020998,707,0,5476,1,0.1369987796817821
0,1,187.42,10.8197783,682,0,10460,1,0.16587651695568456
0,1,44.73,9.30565055,727,0,5010,1,0.11704775481662842
0,1,405.25,11.0666384,697,0,16331,1,0.1480066422396391
0,1,495.21,11.4721035,797,2,144,1,0.06589374554731854
0,1,268.95,10.8197783,682,3,8690,1,0.16587651695568456
0,1,208.62,10.5965347,727,3,3736,1,0.11704775481662842
0,1,192.57,11.0348897,732,0,3879,1,0.11247054356984257
0,1,96.29,10.325482,722,2,277,1,0.12178568380328675
1,1,127.18,11.0020998,687,1,27759,1,0.15973527608099594
0,1,502.0,11.7636842,707,2,54445,1,0.1369987796817821
0,1,159.74,10.3089527,762,2,1445,1,0.08817554065387317
0,1,397.97,10.5453414,707,1,6472,1,0.1369987796817821
0,1,339.23,11.7752897,702,2,26822,1,0.14241403962289137
0,1,343.83,10.4912742,667,1,9469,1,0.18543435962021618
0,1,288.85,10.6689554,742,1,10232,1,0.10378369971614079
0,1,255.58,10.4912742,752,3,8128,1,0.09569545571614028
0,1,397.97,10.5966347,757,0,15280,1,0.0918663604527075
0,1,319.47,11.0020998,797,2,2111,1,0.06589374554731854
0,1,333.15,11.0020998,702,2,6116,1,0.14241403962289137
0,1,119.94,11.0020998,692,0,5211,1,0.15377948466332478
0,1,134.18,10.5158319,737,1,13385,1,0.10805042223365534
0,1,176.52,10.6508871,727,1,21002,1,0.11704775481662842
0,1,320.95,11.0020998,742,2,3649,1,0.10378369971614079
1,1,330.14,11.8493977,727,1,44128,1,0.11704775481662842
0,1,255.57,10.933107,687,3,3554,1,0.15973527608099594
0,1,224.66,11.4429321,727,1,5265,1,0.11704775481662842
0,1,508.84,10.933107,677,3,26821,1,0.1722054777133411
0,1,502.0,11.7344677,702,0,109255,1,0.14241403962289137
0,1,202.63,11.3964366,687,3,281,1,0.15973527608099594
1,1,490.71,11.6082356,762,0,3889,1,0.08817554065387317
0,1,222.49,10.4631033,667,2,5518,1,0.18543435962021618
0,1,481.42,10.3089527,817,0,24665,1,0.05563019601338113
0,1,495.21,11.5129255,727,0,16386,1,0.11704775481662842
0,1,495.21,11.1418618,727,0,22359,1,0.11704775481662842
0,1,191.67,11.1154285,672,1,5333,1,0.17872417699915466
1,1,176.57,9.99879773,662,2,8517,1,0.192337474305904
1,1,497.46,11.3881329,717,1,15648,1,0.12668787982888072
0,1,495.21,11.5129255,727,2,30929,1,0.11704775481662842
1,1,342.29,10.1266311,682,0,10564,1,0.16587651695568456
0,1,508.84,10.7449254,692,0,18546,1,0.15377948466332478
0,1,163.57,10.1266311,732,0,3318,1,0.11247054356984257
0,1,246.45,10.4632176,677,0,10606,1,0.1722054777133411
0,1,231.08,11.127263,727,3,35333,1,0.11704775481662842
0,1,81.42,10.3413753,692,1,5727,1,0.15377948466332478
0,1,497.46,11.5129255,717,0,2548,1,0.12668787982888072
0,1,206.82,10.6213274,752,1,7112,1,0.09569545571614028
0,1,267.74,11.1562505,712,3,14193,1,0.13175779749846386
0,1,155.96,10.6043052,802,0,5312,1,0.0631738118973656
0,1,525.03,11.695247,682,0,87502,1,0.16587651695568456
0,1,481.42,10.9150885,782,0,17709,1,0.07471901120096759
0,1,242.05,10.3736162,702,0,6136,1,0.14241403962289137
0,1,198.09,10.5453414,732,0,4397,1,0.11247054356984257
0,1,508.84,11.8130301,702,1,65230,1,0.14241403962289137
0,1,508.84,11.1561934,702,1,8417,1,0.14241403962289137
0,1,146.36,10.4631033,662,1,8597,1,0.192337474305904
0,1,319.47,10.8197783,777,2,311,1,0.07789469011896077
0,1,203.54,11.2252434,682,1,6684,1,0.16587651695568456
1,1,401.6,10.8197783,722,1,7085,1,0.12178568380328675
0,1,301.2,10.8197783,727,1,6183,1,0.11704775481662842
0,1,497.46,11.9183906,752,1,24055,1,0.09569545571614028
0,1,602.4,11.1872507,732,2,14940,1,0.11247054356984257
0,1,497.46,11.2050407,782,1,552,1,0.07471901120096759
0,1,39.8,9.79812704,787,0,14,1,0.07166273928281182
0,1,687.66,11.4721035,707,0,10047,1,0.1369987796817821
0,1,665.03,10.9355326,692,1,13303,1,0.15377948466332478
0,1,417.23,10.7144178,787,3,176,1,0.07166273928281182
0,1,154.03,10.2920099,672,2,4321,1,0.17872417699915466
0,1,565.02,11.0821426,687,1,16731,1,0.15973527608099594
0,1,302.57,10.7144178,712,0,2058,1,0.13175779749846386
1,1,171.01,9.61580548,662,1,2368,1,0.192337474305904
0,1,481.36,11.736069,682,2,30160,1,0.16587651695568456
0,1,267.73,10.757988,712,1,3489,1,0.13175779749846386
0,1,525.03,10.3089527,682,2,3004,1,0.16587651695568456
0,1,511.14,11.2772031,752,7,2149,1,0.09569545571614028
0,1,705.98,11.127263,727,1,22289,1,0.11704775481662842
0,1,286.24,11.407565,682,0,26295,1,0.16587651695568456
0,1,223.63,10.8197783,742,0,5749,1,0.10378369971614079
0,1,678.49,11.6474564,702,3,22908,1,0.14241403962289137
0,1,77.03,10.0432495,727,1,948,1,0.11704775481662842
0,1,192.57,10.3481734,732,0,11049,1,0.11247054356984257
0,1,112.81,10.4631033,737,0,9376,1,0.10805042223365534
0,1,303.94,10.4341158,717,0,12439,1,0.12668787982888072
1,1,382.34,10.4127119,682,3,6720,1,0.16587651695568456
0,1,115.54,10.3734912,717,1,12811,1,0.12668787982888072
0,1,515.74,11.5617156,697,1,12352,1,0.1480066422396391
0,1,219.07,10.7144178,692,0,8959,1,0.15377948466332478
0,1,192.57,10.8197783,732,2,1825,1,0.11247054356984257
0,1,206.3,9.98044859,677,1,11297,1,0.1722054777133411
0,1,205.38,10.4632176,677,0,1243,1,0.1722054777133411
0,1,51.12,10.3417425,727,3,714,1,0.11704775481662842
0,1,134.54,9.96646235,702,0,4428,1,0.14241403962289137
0,1,70.61,10.6454249,722,0,14544,1,0.12178568380328675
0,1,176.65,11.3278,662,2,25505,1,0.192337474305904
0,1,107.52,11.2554492,717,0,14578,1,0.12668787982888072
0,1,204.89,10.28875,707,1,15509,1,0.1369987796817821
0,1,395.2,10.9681293,692,1,22195,1,0.15377948466332478
0,1,249.87,10.9681293,777,3,3444,1,0.07789469011896077
1,1,331.64,11.1345306,727,2,24185,1,0.11704775481662842
0,1,520.37,11.3120325,692,0,18126,1,0.15377948466332478
1,1,441.0,10.8589221,707,0,8898,1,0.1369987796817821
0,1,282.03,11.7752897,782,0,7181,1,0.07471901120096759
0,1,231.08,10.5966347,747,0,12776,1,0.09966663602408839
1,1,258.68,10.7789563,742,1,3501,1,0.10378369971614079
0,1,303.5,11.5617156,762,2,10828,1,0.08817554065387317
0,1,399.78,11.0312702,732,1,2941,1,0.11247054356984257
0,1,176.54,10.8197783,702,2,8063,1,0.14241403962289137
0,1,70.61,9.1831747,717,0,5209,1,0.12668787982888072
0,1,481.42,11.6699292,797,0,5491,1,0.06589374554731854
0,1,231.08,11.2472397,722,1,9222,1,0.12178568380328675
0,1,431.31,11.0821426,667,3,21233,1,0.18543435962021618
1,1,565.02,11.0020998,667,2,20702,1,0.18543435962021618
0,1,150.85,11.3621026,732,1,23096,1,0.11247054356984257
0,1,532.05,11.2586008,692,3,36123,1,0.15377948466332478
0,1,375.47,9.94251594,687,2,1889,1,0.15973527608099594
0,1,675.41,11.6526874,717,0,22424,1,0.12668787982888072
0,1,60.54,10.5453414,777,0,1595,1,0.07789469011896077
0,1,672.36,11.1562505,747,4,4304,1,0.09966663602408839
0,1,236.4,11.407565,697,0,8091,1,0.1480066422396391
0,1,192.57,11.2772031,767,4,1431,1,0.08461918628188393
0,1,181.85,9.90348755,697,1,3688,1,0.1480066422396391
0,1,247.13,11.2897819,737,1,13734,1,0.10805042223365534
0,1,195.94,10.858999,687,0,6180,1,0.15973527608099594
0,1,223.63,11.9183906,762,0,79333,1,0.08817554065387317
0,1,684.58,11.0020998,702,0,9520,1,0.14241403962289137
1,1,545.21,11.2897819,702,0,13742,1,0.14241403962289137
0,1,379.91,10.8589221,677,1,11419,1,0.1722054777133411
0,1,100.4,10.3089527,697,1,1568,1,0.1480066422396391
0,1,106.61,9.90348755,722,1,3246,1,0.12178568380328675
0,1,427.53,11.407565,667,3,15534,1,0.18543435962021618
0,1,401.6,10.8780472,737,0,18154,1,0.10805042223365534
0,1,268.95,11.3095845,787,3,11,1,0.07166273928281182
0,1,399.78,11.0186291,762,3,12416,1,0.08817554065387317
0,1,374.84,11.1561934,687,0,10619,1,0.15973527608099594
0,1,141.26,10.5713169,667,1,10490,1,0.18543435962021618
0,1,399.78,10.7579029,727,1,9554,1,0.11704775481662842
0,1,219.36,11.1347058,752,0,2932,1,0.09569545571614028
0,1,590.26,11.5805841,707,0,35598,1,0.1369987796817821
0,1,385.14,11.0020998,752,0,3428,1,0.09569545571614028
0,1,101.32,10.6454249,687,1,8817,1,0.15973527608099594
0,1,408.91,10.9152339,702,1,7085,1,0.14241403962289137
0,1,222.03,10.3089527,737,0,16775,1,0.10805042223365534
1,1,530.63,11.2252434,752,0,4498,1,0.09569545571614028
0,1,288.85,11.0821426,737,0,32820,1,0.10805042223365534
0,1,515.74,11.1844214,697,2,35761,1,0.1480066422396391
0,1,99.5,10.3089527,712,0,14577,1,0.13175779749846386
0,1,340.76,11.0821426,687,0,13875,1,0.15973527608099594
0,1,261.35,10.4632176,677,1,1685,1,0.1722054777133411
0,1,69.86,11.3667314,777,1,103088,1,0.07789469011896077
0,1,254.42,11.0814654,687,1,9463,1,0.15973527608099594
0,1,50.43,11.0219025,687,0,13140,1,0.15973527608099594
0,1,420.02,11.2897819,672,1,8664,1,0.17872417699915466
0,1,46.86,11.1049572,697,2,13999,1,0.1480066422396391
0,1,700.04,10.8197783,677,2,24738,1,0.1722054777133411
1,1,312.08,11.3504065,712,0,67614,1,0.13175779749846386
0,1,270.17,10.3734912,697,2,6389,1,0.1480066422396391
0,1,100.28,11.2252434,737,0,4000,1,0.10805042223365534
0,1,342.29,10.7144178,682,0,11816,1,0.16587651695568456
0,1,69.39,10.8197783,667,2,6712,1,0.18543435962021618
0,1,270.17,10.8197783,737,0,7936,1,0.10805042223365534
0,1,89.8,10.3416134,662,1,4620,1,0.192337474305904
0,1,472.79,11.4403548,717,0,40761,1,0.12668787982888072
0,1,302.57,10.7428108,707,0,8134,1,0.1369987796817821
0,1,241.76,10.4767864,672,0,6547,1,0.17872417699915466
0,1,232.15,11.5898865,792,5,2759,1,0.06872219482037029
0,1,207.23,11.5211317,672,2,3402,1,0.17872417699915466
0,1,638.75,11.0821426,722,0,15923,1,0.12178568380328675
0,1,124.77,10.3734912,772,2,7549,1,0.08119349676944888
0,1,156.12,10.4042628,662,1,6063,1,0.192337474305904
0,1,515.74,11.407565,687,2,5226,1,0.15973527608099594
0,1,77.62,11.6350989,772,0,2498,1,0.08119349676944888
0,1,155.3,11.3597743,822,0,1874,1,0.053309738651860235
0,1,268.95,10.6454249,717,0,8687,1,0.12668787982888072
0,1,414.45,10.8967393,697,0,7956,1,0.1480066422396391
0,1,301.2,10.5966347,732,0,114,1,0.11247054356984257
0,1,174.24,10.5304949,662,1,7566,1,0.192337474305904
0,1,203.54,10.5966347,677,0,7110,1,0.1722054777133411
0,1,184.07,10.2398169,702,1,3972,1,0.14241403962289137
0,1,847.53,11.2897319,682,2,30564,1,0.16587651695568456
0,1,488.49,11.0348897,702,0,17499,1,0.14241403962289137
0,1,172.35,10.9508066,747,3,40383,1,0.09966663602408839
0,1,48.79,10.4912742,712,2,0,1,0.13175779749846386
0,1,529.05,10.7254676,682,2,10244,1,0.16587651695568456
0,1,191.69,10.7144178,762,1,2420,1,0.08817554065387317
0,1,356.25,10.1266311,742,0,6872,1,0.10378369971614079
0,1,116.08,10.3089527,722,0,4621,1,0.12178568380328675
0,1,521.57,11.2644641,772,2,800,1,0.08119349676944888
0,1,331.64,10.7144178,752,1,5811,1,0.09569545571614028
0,1,534.41,10.7579029,687,0,5330,1,0.15973527608099594
0,1,160.48,10.7189409,732,1,4637,1,0.11247054356984257
0,1,312.38,10.858999,702,0,9190,1,0.14241403962289137
0,1,31.2,11.4186148,752,2,21003,1,0.09569545571614028
0,1,421.89,10.4912742,662,0,12683,1,0.192337474305904
0,1,337.71,10.4193007,772,0,26,1,0.08119349676944888
0,1,224.58,11.3504065,777,2,3712,1,0.07789469011896077
0,1,331.64,10.9055889,732,0,11628,1,0.11247054356984257
1,1,574.1,10.8589221,732,0,13429,1,0.11247054356984257
0,1,340.76,10.7579029,692,0,1400,1,0.15377948466332478
0,1,322.88,10.7789563,727,1,21326,1,0.11704775481662842
1,1,334.67,10.5400644,672,3,26788,1,0.17872417699915466
0,1,193.4,10.7210623,667,3,260,1,0.18543435962021618
0,1,435.07,11.0822041,712,0,13407,1,0.13175779749846386
0,1,255.57,10.3734912,712,2,1805,1,0.13175779749846386
0,1,86.35,9.77996307,672,3,5002,1,0.17872417699915466
1,1,185.35,10.5159668,732,0,9619,1,0.11247054356984257
0,1,221.5,10.5454467,687,0,12518,1,0.15973527608099594
0,1,224.66,11.5617156,762,1,8035,1,0.08817554065387317
0,1,374.6,10.6213274,667,0,21765,1,0.18543435962021618
0,1,168.86,10.9681983,722,0,5176,1,0.12178568380328675
0,1,171.15,10.1558015,697,2,4852,1,0.1480066422396391
0,1,198.99,10.5454467,722,3,17511,1,0.12178568380328675
0,1,399.78,10.4912742,677,1,24029,1,0.1722054777133411
0,1,248.74,10.7995756,737,0,6720,1,0.10805042223365534
0,1,693.83,11.282304,682,3,18636,1,0.16587651695568456
0,1,447.78,10.5966347,727,2,9721,1,0.11704775481662842
0,1,313.37,11.3503595,772,0,2227,1,0.08119349676944888
0,1,280.02,11.2897819,662,0,10702,1,0.192337474305904
0,1,666.3,11.3504065,787,4,13893,1,0.07166273928281182
0,1,416.3,10.2750511,672,2,4770,1,0.17872417699915466
0,1,117.14,10.4631033,707,1,7730,1,0.1369987796817821
0,1,362.19,10.9150885,702,2,20854,1,0.14241403962289137
1,1,120.88,11.4926411,672,3,36162,1,0.17872417699915466
0,1,100.28,10.6919449,742,0,849,1,0.10378369971614079
0,1,470.05,11.163368,727,1,8952,1,0.11704775481662842
0,1,806.83,11.2252434,772,0,7815,1,0.08119349676944888
0,1,386.82,11.0635085,687,0,10673,1,0.15973527608099594
0,1,320.95,10.5444263,737,0,1571,1,0.10805042223365534
0,1,172.35,10.3736162,757,0,6860,1,0.0918663604527075
0,1,168.86,10.4042628,697,0,4536,1,0.1480066422396391
0,1,237.46,10.5219112,707,0,3915,1,0.1369987796817821
1,1,374.29,11.1561934,722,2,16810,1,0.12178568380328675
0,1,215.04,9.51044496,807,0,35,1,0.06055887179551028
0,1,320.95,10.5966347,742,2,7108,1,0.10378369971614079
0,1,666.3,10.8493371,782,0,99,1,0.07471901120096759
0,1,276.3,10.3089527,677,0,21202,1,0.1722054777133411
0,1,313.08,10.4341158,747,0,16248,1,0.09966663602408839
0,1,159.74,10.1266311,777,2,3901,1,0.07789469011896077
1,1,894.61,12.4874851,692,0,35172,1,0.15377948466332478
0,1,399.78,11.0020998,742,2,24904,1,0.10378369971614079
0,1,224.66,11.4295873,757,0,962,1,0.0918663604527075
0,1,91.27,9.79344945,727,0,859,1,0.11704775481662842
0,1,207.87,11.2050407,662,0,14417,1,0.192337474305904
0,1,191.69,11.1124479,747,2,42518,1,0.09966663602408839
0,1,312.21,11.1844214,747,7,700,1,0.09966663602408839
0,1,244.25,11.3907578,687,1,28767,1,0.15973527608099594
0,1,284.95,11.0348897,692,3,9631,1,0.15377948466332478
0,1,511.14,10.9681983,707,2,15166,1,0.1369987796817821
1,1,413.69,10.0858091,707,1,4850,1,0.1369987796817821
1,1,676.02,11.0821426,702,1,11667,1,0.14241403962289137
0,1,169.62,11.2898319,697,0,3048,1,0.1480066422396391
1,1,171.92,11.5808458,697,0,4233,1,0.1480066422396391
0,1,164.3,10.5023241,672,0,8038,1,0.17872417699915466
0,1,663.28,10.7054891,772,1,22828,1,0.08119349676944888
0,1,313.37,11.0020998,792,0,1858,1,0.06872219482037029
0,1,385.14,11.2252434,757,0,2300,1,0.0918663604527075
1,1,353.14,10.7789563,672,0,3996,1,0.17872417699915466
0,1,170.12,11.3022044,692,1,25972,1,0.15377948466332478
0,1,238.79,10.6920358,712,0,9144,1,0.13175779749846386
0,1,432.26,11.0348897,707,0,6214,1,0.1369987796817821
0,1,141.26,11.4824663,667,0,34008,1,0.18543435962021618
0,1,405.25,11.3385721,702,0,15127,1,0.14241403962289137
0,1,706.59,11.5128855,677,0,22739,1,0.1722054777133411
0,1,336.18,10.7789563,707,3,7350,1,0.1369987796817821
1,1,379.94,11.7109563,722,1,0,1,0.12178568380328675
0,1,433.28,10.8967393,757,0,18116,1,0.0918663604527075
0,1,165.32,10.3394689,812,1,1674,1,0.058045464854599854
0,1,192.55,10.3889954,672,2,3805,1,0.17872417699915466
0,1,333.15,11.2252434,712,0,9484,1,0.13175779749846386
0,1,150.3,10.6689554,662,1,9753,1,0.192337474305904
1,1,328.14,10.5966347,662,0,4485,1,0.192337474305904
0,1,560.56,11.0020998,727,0,25409,1,0.11704775481662842
0,1,156.69,11.2772031,782,2,33,1,0.07471901120096759
0,1,543.3,11.6741936,762,2,3524,1,0.08817554065387317
0,1,675.68,10.8197783,667,2,9246,1,0.18543435962021618
0,1,68.16,10.8802523,692,0,16306,1,0.15377948466332478
0,1,55.02,8.99813676,682,2,2816,1,0.16587651695568456
0,1,519.21,10.5965347,662,0,15586,1,0.192337474305904
0,1,140.63,9.77565418,677,0,301,1,0.1722054777133411
0,1,174.24,10.5453414,702,1,260,1,0.14241403962289137
0,1,234.27,10.1264711,717,1,4702,1,0.12668787982888072
0,1,457.05,10.6735958,672,0,2350,1,0.17872417699915466
0,1,138.15,10.1660057,672,3,2229,1,0.17872417699915466
0,1,320.95,10.6454249,752,1,974,1,0.09569545571614028
0,1,351.58,11.3850466,662,2,12125,1,0.192337474305904
1,1,51.58,11.0020998,667,1,2287,1,0.18543435962021618
0,1,216.13,11.2897819,697,1,22630,1,0.1480066422396391
0,1,449.32,11.736069,747,0,17649,1,0.09966663602408839
0,1,684.58,11.6082356,702,0,25277,1,0.14241403962289137
0,1,123.23,10.5186732,697,1,3437,1,0.1480066422396391
0,1,123.23,10.3089527,727,0,1,1,0.11704775481662842
0,1,334.53,11.1562505,667,0,22875,1,0.18543435962021618
0,1,320.95,10.7789563,742,2,9660,1,0.10378369971614079
0,1,249.53,10.8197783,722,2,9287,1,0.12178568380328675
0,1,255.58,10.6919449,762,0,24142,1,0.08817554065387317
0,1,313.37,11.3736634,797,3,33850,1,0.06589374554731854
0,1,95.83,11.2897819,687,1,64,1,0.15973527608099594
1,1,117.14,11.7597855,702,3,16146,1,0.14241403962289137
0,1,104.08,10.6358555,662,3,4285,1,0.192337474305904
0,1,127.18,10.5185651,732,0,168,1,0.11247054356984257
0,1,215.16,10.1266311,702,0,4072,1,0.14241403962289137
0,1,111.77,10.694079,772,2,1060,1,0.08119349676944888
1,1,168.09,10.9700242,767,0,11,1,0.08461918628188393
0,1,272.61,12.0615554,687,2,14324,1,0.15973527608099594
0,1,481.42,10.7789563,712,0,10,1,0.13175779749846386
0,1,124.77,10.499573,742,0,1410,1,0.10378369971614079
0,1,421.89,10.8198583,662,2,11660,1,0.192337474305904
0,1,188.02,11.2897819,757,0,12454,1,0.0918663604527075
0,1,155.96,10.3734912,782,0,695,1,0.07471901120096759
0,1,319.47,12.019719,752,1,56153,1,0.09569545571614028
0,1,95.85,10.0858091,762,0,1870,1,0.08817554065387317
0,1,250.69,10.5200236,712,2,12269,1,0.13175779749846386
0,1,181.54,10.4631033,707,2,7828,1,0.1369987796817821
